watermeter,43430778,2020-07-17,13:50:00,2020-07-17T13:50:00Z,166.887,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07-17,13:50:26,2020-07-17T13:50:26Z,166.887,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07-17,13:50:44,2020-07-17T13:50:44Z,166.887,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07-17,13:51:26,2020-07-17T13:51:26Z,166.887,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07-17,13:51:35,2020-07-17T13:51:35Z,166.887,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07-17,13:51:43,2020-07-17T13:51:43Z,166.887,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07-17,13:52:52,2020-07-17T13:52:52Z,166.887,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07-17,13:53:01,2020-07-17T13:53:01Z,166.887,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07-17,13:53:17,2020-07-17T13:53:17Z,166.887,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07-17,13:53:52,2020-07-17T13:53:52Z,166.887,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07-17,13:54:10,2020-07-17T13:54:10Z,166.887,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07-17,13:54:43,2020-07-17T13:54:43Z,166.888,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07-17,13:55:43,2020-07-17T13:55:43Z,166.893,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07-17,13:57:09,2020-07-17T13:57:09Z,166.899,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07-17,13:57:26,2020-07-17T13:57:26Z,166.899,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07-17,13:59:00,2020-07-17T13:59:00Z,166.899,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07-17,13:59:09,2020-07-17T13:59:09Z,166.899,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07-17,13:59:26,2020-07-17T13:59:26Z,166.899,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07-17,13:59:43,2020-07-17T13:59:43Z,166.899,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07-17,13:59:52,2020-07-17T13:59:52Z,166.899,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07-17,14:00:00,2020-07-17T14:00:00Z,166.899,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07-17,14:00:17,2020-07-17T14:00:17Z,166.899,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07-17,14:00:34,2020-07-17T14:00:34Z,166.899,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07-17,14:00:43,2020-07-17T14:00:43Z,166.899,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07-17,14:00:52,2020-07-17T14:00:52Z,166.899,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07-17,14:01:01,2020-07-17T14:01:01Z,166.899,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07-17,14:01:09,2020-07-17T14:01:09Z,166.899,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07-17,14:01:35,2020-07-17T14:01:35Z,166.899,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07-17,14:01:43,2020-07-17T14:01:43Z,166.899,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07-17,14:01:52,2020-07-17T14:01:52Z,166.899,162.614,117.73,no_alarm,No alarm
