watermeter,43430778,2020-07,2020-07-17T13:50:00Z,166.887,0.078,4.273,49.157,166.809,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07,2020-07-17T13:50:26Z,166.887,0.078,4.273,49.157,166.809,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07,2020-07-17T13:50:44Z,166.887,0.078,4.273,49.157,166.809,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07,2020-07-17T13:51:26Z,166.887,0.078,4.273,49.157,166.809,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07,2020-07-17T13:51:35Z,166.887,0.078,4.273,49.157,166.809,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07,2020-07-17T13:51:43Z,166.887,0.078,4.273,49.157,166.809,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07,2020-07-17T13:52:52Z,166.887,0.078,4.273,49.157,166.809,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07,2020-07-17T13:53:01Z,166.887,0.078,4.273,49.157,166.809,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07,2020-07-17T13:53:17Z,166.887,0.078,4.273,49.157,166.809,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07,2020-07-17T13:53:52Z,166.887,0.078,4.273,49.157,166.809,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07,2020-07-17T13:54:10Z,166.887,0.078,4.273,49.157,166.809,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07,2020-07-17T13:54:43Z,166.888,0.079,4.274,49.158,166.809,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07,2020-07-17T13:55:43Z,166.893,0.084,4.279,49.163,166.809,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07,2020-07-17T13:57:09Z,166.899,0.09,4.285,49.169,166.809,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07,2020-07-17T13:57:26Z,166.899,0.09,4.285,49.169,166.809,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07,2020-07-17T13:59:00Z,166.899,0.09,4.285,49.169,166.809,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07,2020-07-17T13:59:09Z,166.899,0.09,4.285,49.169,166.809,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07,2020-07-17T13:59:26Z,166.899,0.09,4.285,49.169,166.809,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07,2020-07-17T13:59:43Z,166.899,0.09,4.285,49.169,166.809,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07,2020-07-17T13:59:52Z,166.899,0.09,4.285,49.169,166.809,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07,2020-07-17T14:00:00Z,166.899,0.09,4.285,49.169,166.809,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07,2020-07-17T14:00:17Z,166.899,0.09,4.285,49.169,166.809,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07,2020-07-17T14:00:34Z,166.899,0.09,4.285,49.169,166.809,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07,2020-07-17T14:00:43Z,166.899,0.09,4.285,49.169,166.809,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07,2020-07-17T14:00:52Z,166.899,0.09,4.285,49.169,166.809,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07,2020-07-17T14:01:01Z,166.899,0.09,4.285,49.169,166.809,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07,2020-07-17T14:01:09Z,166.899,0.09,4.285,49.169,166.809,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07,2020-07-17T14:01:35Z,166.899,0.09,4.285,49.169,166.809,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07,2020-07-17T14:01:43Z,166.899,0.09,4.285,49.169,166.809,162.614,117.73,no_alarm,no_alarm
watermeter,43430778,2020-07,2020-07-17T14:01:52Z,166.899,0.09,4.285,49.169,166.809,162.614,117.73,no_alarm,No alarm
